Title,Abstract,StoreId,pubdate,pubtitle,year,startPage
Gardai seek witnesses as cyclist dies after being hit by a car,,1893398774,"May 1, 2017",Irish Times,2017, 4
Cyclist dies after being struck by car,,1898592094,"May 15, 2017",Irish Times,2017, 7
Cyclist hit by van awarded [euro]3m for traumatic brain injury: Father had amnesia for four months and told court his life has been destroyed: Father had amnesia for four months and told court his life has been destroyed,"Mr Doroscan, of Manor Square, Ongar, Dublin, had, through his wife Madeline Doroscan, sued the van driver, Declan Meade, of Lisbrack Road, Longford; the owner of the vehicle Sabrina McDonagh, also of Lisbrack Road, and the Motor Insurers' Bureau of Ireland. Serious harm In November 2015, Mr Meade was jailed for a year after he pleaded guilty before Dublin Circuit Criminal Court to dangerous driving causing serious harm, failing to stop after a traffic incident,...",1899194932,"May 17, 2017",Irish Times,2017, 5
Bennett not satisfied after another near miss: An Post announces this will be the last year of its sponsorship of cycling: An Post announces this will be the last year of its sponsorship of cycling,"""The timing of this formal announcement is to give the teams and the event organisers the opportunity to secure new sponsors whilst still having the backing of An Post until the end of this year's activities.[...]the five riders for the Ireland national team in An Post Rs have been named.",1900161047,"May 19, 2017",Irish Times,2017, 21
"Cyclists, motorists and speed bumps",,1883878957,"Apr 5, 2017",Irish Times,2017, 13
Cyclists need &#39;change in mindset&#39; about safety,"Sgt Claire Healy of the Dublin Metropolitan Region traffic unit told delegates at the AGSI annual conference in Killarney, Co Kerry, that the number of cyclist fatalities and serious injuries sustained was obvious. Sgt Gerry Moylan, Sligo, said when Garda members patrolled on mountain bikes they dressed in high-vis clothing...",1886863769,"Apr 13, 2017",Irish Times,2017, 2
Cycling in the city,,1886865872,"Apr 13, 2017",Irish Times,2017, 15
Clamping down on cyclists&#39; clothing,,1887276425,"Apr 14, 2017",Irish Times,2017, 15
Cyclists oppose mandatory helmets: Proposal by senior gardai described as &#39;silly&#39; by cycling campaigners: Proposal by senior gardai described as 'silly' by cycling campaigners,"Cycling campaigner Dr Mike McKillen has described proposals to make cycle helmets and high-vis jackets mandatory as ""silly"" and designed to deflect from the failure of garda to enforce existing road traffic laws. Cian Ginty, editor of irishcycle.com, said the evidence on the safety factor involved in helmets was ""very...",1887277005,"Apr 14, 2017",Irish Times,2017, 6
Howth signs extend frosty welcome to fast cyclists,,1888085850,"Apr 15, 2017",Irish Times,2017, 8
Hi-vis cyclists and the Garda&#39;s blind spot,"The World Health Organisation expects 89 per cent of the country's men and 85 per cent of its women to be overweight by 2030, with all the problems of cardiovascular disease, cancer and so on that flow from this (not to mention the reduction in health-related quality of life). There...",1888546782,"Apr 17, 2017",Irish Times,2017, 13
Cyclists and sharing the roads,,1889198269,"Apr 19, 2017",Irish Times,2017, 13
Cyclists and sharing the roads,,1889568494,"Apr 20, 2017",Irish Times,2017, 13
VUP+ is a clever lightweight backpack that makes cycling on these winter... [Derived headline],,1884179628,"Dec 17, 2016",Irish Times,2016, 4
Drivers who overtake cyclists too closely face penalties under proposed legislation: Motorists passing within 1.5m would be fined [euro]80 and have three points added to licence: Motorists passing within 1.5m would be fined [euro]80 and have three points added to licence,"The Road Traffic (Minimum Passing Distance of Cyclists) Bill 2017 is being published by Ciarn Cannon TD, supported by his Fine Gael colleague and Government Chief Whip Regina Doherty. Ms Doherty said a campaign would have to be run to raise awareness as it was not enough to change the rules of the road. The introduction of the safe passing distance comes after a boom in cycling for over a decade, with figures published in...",1870774985,"Feb 23, 2017",Irish Times,2017, 6
Longer jail term for driver who killed cyclist: Unlicensed driver &#39;ploughed into&#39; 62-year-old and then drove away: Unlicensed driver 'ploughed into' 62-year-old and then drove away,"The Director of Public Prosecutions successfully sought a review of Coleman's sentence on grounds that it was ""unduly lenient"". The three-judge court effectively increased his jail time by nine months. Counsel for the DPP, Eilis Brennan, told the three-judge court that the deceased, Mr Maher, was a man ""in the prime of his life"" going on his daily cycle. Giving judgment yesterday, Mr Justice Garrett Sheehan said the headline sentence was too low given the...",1871367302,"Feb 24, 2017",Irish Times,2017, 6
Cyclist injured in fall sues county council,"Mr King (21) of Baile an Choiste, Castlegar, Co Galway has sued the council as a result of the incident on the Parkmore Hill. The council denies the claims and pleads Mr King was cycling downhill at excessive speed, failed to see where he was cycling and failed to wear...",1871367328,"Feb 24, 2017",Irish Times,2017, 6
Cyclists and other road users,"Sir, - With reference to the upcoming Road Traffic (Minimum Passing Distance of Cyclists) Bill 2017, when my friends and I cycled to school together, we were told by our parents that if we were cycling side by side to drop back into single file to allow following vehicles to...",1873900482,"Mar 4, 2017",Irish Times,2017, 15
Bicycle lanes,,1874577742,"Mar 7, 2017",Irish Times,2017, 15
Cyclists ride by,,1875960169,"Mar 11, 2017",Irish Times,2017, 15
"Cycle of the seasons: With new trails and greenways catering for every level of experience, there&#39;s plenty on offerfor cyclists around the country, David Flanagan selects six of the best routes: With new trails and greenways catering for every level of experience, there's plenty on offerfor cyclists around the country, David Flanagan selects six of the best routes","Portumna Forest Park Distance/height gain: 18km/70m Best for families and beginners and mountain bikers The 450-hectare Portumna Forest Park lies on the northern shore of Lough Derg in Co Galway.[...]a mountain bike isn't even required; a hybrid would be well able for the trails.The 1.4km forest friendly trail (white arrows) follows a wide tarmac path and is suitable for all, including wheelchair users and children's bikes with stabilisers.The 2km-long woodland trail (blue arrows) is a little more adventurous and takes in a mix of gravel, forest paths and timber boardwalk, but is still suitable for small kids.Ballinastoe Distance/height gain: 15km/330m Best for beginner and intermediate mountain bikers Ballinastoe in the Wicklow Mountains is one of five Coillte mountain bike trail centres.The 14km loop, which has more than 9km of purpose-built single track, is one of the most popular mountain bike trails in the country.Sally Gap Distance/height gain: 42km/680m Best for riders looking to test themselves in the mountains Dublin-based cyclists are blessed to have the Wicklow mountains on their doorstep.",1875960203,"Mar 11, 2017",Irish Times,2017, 42
Cyclist dies after being struck by car,,1876310355,"Mar 13, 2017",Irish Times,2017, 6
"Is technology taking the fun out of your run?: We&#39;re in the age of the digital runner and cyclist, where you just don&#39;t go for a run or out for a spin on your bike, you deploy GPS technology - but does this technology help in any way?: We're in the age of the digital runner and cyclist, where you just don't go for a run or out for a spin on your bike, you deploy GPS technology - but does this technology help in any way?","[...]biologists suggest that a capability for endurance running helped shape the evolution of the human body. [...]when it comes to two wheels, according to cyclingireland.ie - there are 450 clubs with 28,000 members in Ireland - many of the bikes used by recreational triathletes and cyclists have handlebars so cluttered with electronic gadgets that they'd leave a fighter pilot goggle-eyed. In a recent article in the journal Health &amp; Place , Prof Jo Little of Exeter University considered the influence of technology and nature on women's approach to running, finding that its application to monitor performance and fitness could be both enabling and disempowering. Data and statistics Tiller, who is also a keen ultrarunner, tells The Irish Times that we now have access to a seemingly endless array of data and statistics pertaining to each and every aspect of our training sessions: ""A few of these metrics,"" he says, ""can be especially useful; for example, running or cycling according to precise heart rate zones can help you maximise physical adaptation, so that no effort is wasted."" [...]Tiller also highlights a possible drawback of this approach: ""The disadvantage of this number-tracking is that an obsessive focus on data can create a...",1878936967,"Mar 21, 2017",Irish Times,2017, 14
Keep ringing that bicycle bell,,1881320316,"Mar 28, 2017",Irish Times,2017, 15
Cyclists and pedestrians,"  Sir, - Frank Byrne almost met his Waterloo when encountering cyclists on the footpath (January 18th).",1859959895,"Jan 20, 2017",Irish Times,2017, 15
